srn,facility_name,address_full,epa_class,lat,long,geometry,facility_name_title
C5728,ANDREWS UNIVERSITY,"4150 Administration Dr. Suite 102, Berrien Sprgs, MI 49104",MINOR,41.9628199,-86.3581896,"[-86.3581896, 41.9628199]",Andrews University
C7396,"MIDWEST METALLURGICAL LABORATORY, INC.","15290 15 Mile Road, Marshall, MI 49068",,42.29444609999999,-85.0029394,"[-85.0029394, 42.29444609999999]","Midwest Metallurgical Laboratory, Inc."
D0040,UPPER PENINSULA CONCRETE PIPE CO,"6480 Us 2 And 41, Escanaba, MI 49829",MINOR,45.74524659999999,-87.06458010000001,"[-87.06458010000001, 45.74524659999999]",Upper Peninsula Concrete Pipe Co
D0053,C REISS COAL CO,"1010 Third Avenue N, Escanaba, MI 49829",MINOR,45.749168,-87.061358,"[-87.061358, 45.749168]",C Reiss Coal Co
D0066,"QUARRYSTONE, INC. DBA  BICHLER CONCRETE & GRAVEL","6851 County 426 M.5 Rd, Escanaba, MI 49829",MINOR,45.79552,-87.0863286,"[-87.0863286, 45.79552]","Quarrystone, Inc. DBA  Bichler Concrete & Gravel"
D5388,GRAND VIEW HOSPITAL,"N10561 Grand View Ln, Ironwood, MI 49938",,46.4782836,-90.1057372,"[-90.1057372, 46.4782836]",Grand View Hospital
D6926,SUPERIOR BLOCK INC,"Isle Royale Sands, Houghton, MI 49931",MINOR,47.1213231,-88.5666095,"[-88.5666095, 47.1213231]",Superior Block Inc
D7348,ASPIRUS KEWEENAW HOSPITAL,"205 Osceola St, Laurium, MI 49913",MINOR,47.2387168,-88.4435429,"[-88.4435429, 47.2387168]",Aspirus Keweenaw Hospital
D7360,ADAMS TOWNSHIP SCHOOLS,"Goodell St, Painesdale, MI 49955",,47.0341677,-88.6552625,"[-88.6552625, 47.0341677]",Adams Township Schools
D7837,ACTIVE FEED CO,"7564 Pigeon Rd, Pigeon, MI 48755",MINOR,43.8305142,-83.2830855,"[-83.2830855, 43.8305142]",Active Feed Co
D8011,HURON MEMORIAL HOSPITAL,"1100 S Van Dyke, Bad Axe, MI 48413",MINOR,43.7998003,-83.0451753,"[-83.0451753, 43.7998003]",Huron Memorial Hospital
E0018,MICHIGAN CAPITAL MEDICAL CENTER GRNCAMPU,"401 W Greenlawn Ave, Lansing, MI 48910",,42.703705,-84.5551416,"[-84.5551416, 42.703705]",Michigan Capital Medical Center Grncampu
E1118,CRYSTAL FALLS COMM HOSP,"212 S Third St, Crystal Falls, MI 49920",,46.0941659,-88.3315609,"[-88.3315609, 46.0941659]",Crystal Falls Comm Hosp
E2842,"TOP GRADE AGGREGATES, LLC","700 Nazareth Road, Kalamazoo, MI 49001",MINOR,42.299332,-85.533289,"[-85.533289, 42.299332]","Top Grade Aggregates, LLC"
E4569,"ARKEMA, INC.","1415 Steele Avenue, S.W., Grand Rapids, MI 49507",SM OPT OUT,42.9376607,-85.6761537,"[-85.6761537, 42.9376607]","Arkema, Inc."
E4981,COUNTRY FRESH INC,"2555 Buchanan Sw, Grand Rapids, MI 49518",MINOR,42.916744,-85.6714829,"[-85.6714829, 42.916744]",Country Fresh Inc
E8791,BIXBY MEDICAL CENTER,"818 Riverside Ave, Adrian, MI 49221",,41.9138521,-84.0486253,"[-84.0486253, 41.9138521]",Bixby Medical Center
E8807,BOYSVILLE OF MICHIGAN INC,"8744 Clinton Macon Rd, Clinton, MI 49236",MINOR,42.0677283,-83.8583608,"[-83.8583608, 42.0677283]",Boysville of Michigan Inc
F2181,"SUPERIOR MATERIALS, LLC","40 Floral Ave, Mount Clemens, MI 48043",MINOR,42.59618,-82.8940095,"[-82.8940095, 42.59618]","Superior Materials, LLC"
F3254,SELFRIDGE AIR NATIONAL GUARD BASE,"Selfridge Air National Guard, MI 48045, Mount Clemens, MI 48045",SM OPT OUT,42.5972563,-82.8779754,"[-82.8779754, 42.5972563]",Selfridge Air National Guard Base
F4181,MARQUETTE GENERAL HOSPITAL,"420 W Magnetic St, Marquette, MI 49855",MINOR,46.5537807,-87.39905639999999,"[-87.39905639999999, 46.5537807]",Marquette General Hospital
F5126,ROBINSON INDUSTRIES INC,"3051 Curtice Rd, Coleman, MI 48618",MINOR,43.7987611,-84.488171,"[-84.488171, 43.7987611]",Robinson Industries Inc
F5551,MID MICHIGAN REGIONAL MEDICAL CENTER,"4005 Orchard Dr, Midland, MI 48670",MINOR,43.6348754,-84.2584164,"[-84.2584164, 43.6348754]",Mid Michigan Regional Medical Center
F5756,R J MARSHALL CO,"1740 Erie Rd, Erie, MI 48133",,41.7945901,-83.5064668,"[-83.5064668, 41.7945901]",R J Marshall Co
F6726,CRYSTAL REFINING CO.,"801 N Williams St, Carson City, MI 48811",,43.1836759,-84.851692,"[-84.851692, 43.1836759]",Crystal Refining Co.
F9106,WALKER WIRE ISPAT INC,"660 E 10 Mile Rd, Ferndale, MI 48220",MINOR,42.4738568,-83.13359319999999,"[-83.13359319999999, 42.4738568]",Walker Wire Ispat Inc
G5059,ST. JOHN MACOMB - OAKLAND HOSPITAL,"27351 Dequindre, Madison Hts, MI 48071",MINOR,42.4940492,-83.0870525,"[-83.0870525, 42.4940492]",St. John Macomb - Oakland Hospital
G8390,RUECKERT'S SUPER MARKET,"8154 Main St, Birch Run, MI 48415",MINOR,43.24989160000001,-83.79168489999999,"[-83.79168489999999, 43.24989160000001]",Rueckert's Super Market
G9481,COVENANT MEDICAL CENTER HARRISON,"1447 N Harrison St, Saginaw, MI 48602",MINOR,43.4284033,-83.956069,"[-83.956069, 43.4284033]",Covenant Medical Center Harrison
G9499,ST FRANCIS HOME FOR THE AGED,"915 N River Rd, Saginaw, MI 48603",MINOR,43.4220732,-84.0543228,"[-84.0543228, 43.4220732]",St Francis Home For The Aged
H6092,UNIVAR SOLUTIONS USA INC,"13395 Huron River Dr, Romulus, MI 48174",SM OPT OUT,42.2056091,-83.40324799999999,"[-83.40324799999999, 42.2056091]",Univar Solutions USA Inc
H6784,MERCURY PAINT CO,"14300 Schaefer, Detroit, MI 48227",,42.3935952,-83.1777295,"[-83.1777295, 42.3935952]",Mercury Paint Co
J4388,HENRY FORD COTTAGE HOSPITAL,"159 Kercheval Ave, Grosse Pointe, MI 48236",MINOR,42.39733529999999,-82.9029611,"[-82.9029611, 42.39733529999999]",Henry Ford Cottage Hospital
J4912,BEAUMONT HOSPITAL - DEARBORN,"18101 Oakwood Blvd, Dearborn, MI 48124",SM OPT OUT,42.29049149999999,-83.2146269,"[-83.2146269, 42.29049149999999]",Beaumont Hospital - Dearborn
J7700,U D V NORTH AMERICA,"2500 Enterprise Dr, Allen Park, MI 48101",,42.2856231,-83.1932842,"[-83.1932842, 42.2856231]",U D V North America
K0291,WHITE TOWER INDUSTRIAL LAUNDRY,"10600 Gratiot Ave, Detroit, MI 48213",MAJOR,42.4008778,-82.9983664,"[-82.9983664, 42.4008778]",White Tower Industrial Laundry
K2087,LAKELAND CORRECTIONAL FACILITY,"38 Fourth St, Coldwater, MI 49036",SM OPT OUT,41.95845389999999,-84.99191119999999,"[-84.99191119999999, 41.95845389999999]",Lakeland Correctional Facility
K2116,MICH DEPT OF STATE POLICE,"714 S Harrison Rd, East Lansing, MI 48823",,42.7259332,-84.49565020000001,"[-84.49565020000001, 42.7259332]",Mich Dept of State Police
K2155,FERRIS STATE UNIVERSITY,"625 S Warren Ave, Big Rapids, MI 49307",SM OPT OUT,43.69136109999999,-85.4803616,"[-85.4803616, 43.69136109999999]",Ferris State University
K2194,MI DEPT COMMUNITY HEALTH,"41001 Seven Mile Rd W, Northville, MI 48167",MINOR,42.4219792,-83.45068289999999,"[-83.45068289999999, 42.4219792]",Mi Dept Community Health
K2256,BATTLE CREEK NEUROREHABILITATION CENTER,"216 St Marys Lake Rd, Battle Creek, MI 49017",,42.3766861,-85.17855449999999,"[-85.17855449999999, 42.3766861]",Battle Creek Neurorehabilitation Center
K2274,HUMANE SOCIETY-CALHOUN AREA,"2500 Watkins Rd, Battle Creek, MI 49017",,42.2674166,-85.24883899999999,"[-85.24883899999999, 42.2674166]",Humane Society-Calhoun Area
K2465,CENTRAL MICHIGAN COMMUNITY HOSPITAL,"1221 South Dr, Mount Pleasant, MI 48858",MINOR,43.5993477,-84.76097279999999,"[-84.76097279999999, 43.5993477]",Central Michigan Community Hospital
K3023,SUPERIOR FURNITURE CO,"318 E Main St, Lowell, MI 49331",,42.93453299999999,-85.3359526,"[-85.3359526, 42.93453299999999]",Superior Furniture Co
K5375,UNIVERSITY MI DEARBORN,"4901 Evergreen Rd, Dearborn, MI 48128",SM OPT OUT,42.3172902,-83.2311319,"[-83.2311319, 42.3172902]",University MI Dearborn
K7092,GENERAL MOTORS CORP,"601 Piquette, Detroit, MI 48202",,42.3704991,-83.0619145,"[-83.0619145, 42.3704991]",General Motors Corp
K9115,TRENTON WASTE WATER TREATMENT PLANT,"1801 Van Horn Rd, Trenton, MI 48183",,42.1255651,-83.18997759999999,"[-83.18997759999999, 42.1255651]",Trenton Waste Water Treatment Plant
K9138,BROWNS BUN BAKING CO,"4817 Vernor Hwy W, Detroit, MI 48209",,42.3183831,-83.09977599999999,"[-83.09977599999999, 42.3183831]",Browns Bun Baking Co
L0058,PORT HURON WASTEWATER TREATMENT PLANT,"100 Merchant St, Port Huron, MI 48060",MINOR,42.9748571,-82.4194936,"[-82.4194936, 42.9748571]",Port Huron Wastewater Treatment Plant
L0425,EDISON INSTITUTE,"20900 Oakwood Blvd, Dearborn, MI 48124",,42.3034513,-83.23420589999999,"[-83.23420589999999, 42.3034513]",Edison Institute
L1362,VETERANS ADMINISTRATION HOSPITAL,"E H St, Iron Mountain, MI 49801",MINOR,45.8119723,-88.0588153,"[-88.0588153, 45.8119723]",Veterans Administration Hospital
M0037,MERCY HEALTH,"1500 E Sherman Blvd, Muskegon, MI 49443",MINOR,43.2069151,-86.20838520000001,"[-86.20838520000001, 43.2069151]",Mercy Health
M0239,WAYNE STATE UNIVERSITY,"5454 Cass Avenue, Detroit, MI 48202",SM OPT OUT,42.3604185,-83.06835029999999,"[-83.06835029999999, 42.3604185]",Wayne State University
M0705,"MERSEN USA GS CORP, BAY CITY BRANCH","900 Harrison St, Bay City, MI 48708",SM OPT OUT,43.5633796,-83.9017935,"[-83.9017935, 43.5633796]","Mersen USA Gs Corp, Bay City Branch"
M0713,PORTAGE HOSPITAL,"200 Michigan Ave, Hancock, MI 49930",,47.125186,-88.598147,"[-88.598147, 47.125186]",Portage Hospital
M1125,BURNS FABRICATING CO,"8951 Alpine, Detroit, MI 48204",,42.3613427,-83.1478992,"[-83.1478992, 42.3613427]",Burns Fabricating Co
M1848,HEMLOCK ELEVATOR CO,"485 S Hemlock Rd, Hemlock, MI 48626",MINOR,43.4097977,-84.22866169999999,"[-84.22866169999999, 43.4097977]",Hemlock Elevator Co
M1860,FARMERS CO OP GRAIN CO,"338 Main, Kinde, MI 48445",MINOR,43.9390379,-82.99446209999999,"[-82.99446209999999, 43.9390379]",Farmers Co Op Grain Co
M1877,ADM EDIBLE BEANS SPECIALTIES,"2332 Main St, Ubly, MI 48475",MINOR,43.7100704,-82.92568899999999,"[-82.92568899999999, 43.7100704]",ADM Edible Beans Specialties
M1891,LAFARGE PRESQUE ISLE QUARRY,"11351 East Grand Lake Road, Presque Isle, MI 49777",SM OPT OUT,45.284779,-83.43021399999999,"[-83.43021399999999, 45.284779]",Lafarge Presque Isle Quarry
M1906,AGRI SALES INC,"6518 W Pingree Rd, Elwell, MI 48832",MINOR,43.3868093,-84.74610349999999,"[-84.74610349999999, 43.3868093]",Agri Sales Inc
M1921,COOPERATIVE ELEVATOR CO,"4245 Pigeon Rd, Elkton, MI 48731",MINOR,43.8171512,-83.1492584,"[-83.1492584, 43.8171512]",Cooperative Elevator Co
M1952,ACENSION ST. MARYS SAGINAW,"800 S Washington Ave, Saginaw, MI 48601",MINOR,43.4260334,-83.9417134,"[-83.9417134, 43.4260334]",Acension St. Marys Saginaw
M1954,COVENANT HEALTH CARE,"700 Cooper St, Saginaw, MI 48602",MINOR,43.4300854,-83.9538055,"[-83.9538055, 43.4300854]",Covenant Health Care
M1959,SCHEURER HOSPITAL,"170 N Caseville Rd, Pigeon, MI 48755",MINOR,43.8342045,-83.278195,"[-83.278195, 43.8342045]",Scheurer Hospital
M1967,ASCENTION PROVIDENCE SOUTHFIELD HOSPITAL,"16001 West Nine Mile Rd, Southfield, MI 48075",SM OPT OUT,42.4562392,-83.2029939,"[-83.2029939, 42.4562392]",Ascention Providence Southfield Hospital
M1968,MCLAREN OAKLAND,"50 N Perry St, Pontiac, MI 48342",SM OPT OUT,42.6385262,-83.2908175,"[-83.2908175, 42.6385262]",Mclaren Oakland
M1983,MEMORIAL HEALTHCARE CENTER,"826 W King St, Owosso, MI 48867",MINOR,43.005467,-84.17946700000002,"[-84.17946700000002, 43.005467]",Memorial Healthcare Center
M2012,BELL MEMORIAL HOSPITAL,"101 S Fourth St, Ishpeming, MI 49849",MINOR,46.48976,-87.66361990000001,"[-87.66361990000001, 46.48976]",Bell Memorial Hospital
M2039,MCLAREN BAY REGION,"1900 Columbus Ave, Bay City, MI 48708",MINOR,43.5887118,-83.86818149999999,"[-83.86818149999999, 43.5887118]",Mclaren Bay Region
M2273,MARATHON PETROLEUM COMPANY LP TRAVERSE CITY,"13510 S West Bayshore Drive, Traverse City, MI 49684",SM OPT OUT,44.7822131,-85.64101529999999,"[-85.64101529999999, 44.7822131]",Marathon Petroleum Company Lp Traverse City
M2313,CF INDUSTRIES INC,"2600 Wadhams Rd, Kimball Twp, MI 48974",MINOR,42.980103,-82.535185,"[-82.535185, 42.980103]",Cf Industries Inc
M2359,PINECREST MEDICAL CARE FACILITY,"N 15995 Main St, Powers, MI 49874",MINOR,45.6915191,-87.52533079999999,"[-87.52533079999999, 45.6915191]",Pinecrest Medical Care Facility
M2369,CUMMINGS MOORE GRAPHITE CO,"1646 Green N, Detroit, MI 48209",MINOR,42.30043209999999,-83.1166438,"[-83.1166438, 42.30043209999999]",Cummings Moore Graphite Co
M2448,PAMIDA DISCOUNT CTR IRONWOOD,"1 Aurora And Us 2, Ironwood, MI 49938",,46.4633469,-90.1593693,"[-90.1593693, 46.4633469]",Pamida Discount Ctr Ironwood
M2654,MANISTIQUE RENTALS INC,"415 S Chippewa Ave, Manistique, MI 49854",MINOR,45.9565352,-86.25718189999999,"[-86.25718189999999, 45.9565352]",Manistique Rentals Inc
M2662,P B POLLOCK AND SON INC,"17050 Masonic, Fraser, MI 48026",,42.5312004,-82.9462487,"[-82.9462487, 42.5312004]",P B Pollock and Son Inc
M2688,PROMPT PATTERN,"25240 Dequindre, Warren, MI 48091",,42.4787588,-83.0840394,"[-83.0840394, 42.4787588]",Prompt Pattern
M2973,"NEW BOSTON RTM, INC.","19155 Shook, New Boston, MI 48164",SM OPT OUT,42.1639072,-83.3936906,"[-83.3936906, 42.1639072]","New Boston Rtm, Inc."
M3066,SPARTAN INDUSTRIAL INC,"3896 Lonyo, Detroit, MI 48210",SM OPT OUT,42.3221476,-83.1376765,"[-83.1376765, 42.3221476]",Spartan Industrial Inc
M3288,NUMATICS INC,"2000 E Highland Rd, Highland, MI 48357",MINOR,42.6520932,-83.588687,"[-83.588687, 42.6520932]",Numatics Inc
M3308,"A.G. SIMPSON AUTOMOTIVE SYSTEMS, INC.","6700 18 And One Half Mile, Sterling Hts, MI 48314",MINOR,42.6055433,-83.0683519,"[-83.0683519, 42.6055433]","A.G. Simpson Automotive Systems, Inc."
M3409,B L SIMS CO,"22074 Michigan Ave, Dearborn, MI 48124",,42.3061556,-83.2456242,"[-83.2456242, 42.3061556]",B L Sims Co
M3430,OAK HILL CEMETERY CO,"255 South Ave, Battle Creek, MI 49017",,42.3062055,-85.17774469999999,"[-85.17774469999999, 42.3062055]",Oak Hill Cemetery Co
M3431,ST JOSEPH MERCY HOSPITAL,"5301 E Huron River Dr, Ann Arbor, MI 48106",SM OPT OUT,42.2651046,-83.654958,"[-83.654958, 42.2651046]",St Joseph Mercy Hospital
M3445,POLAR ENVIRONMENTAL SERVICE CORP.,"707 E Lewiston, Ferndale, MI 48220",MINOR,42.4651753,-83.12682579999999,"[-83.12682579999999, 42.4651753]",Polar Environmental Service Corp.
M3496,VANS IGA,"4110 10Th St, Menominee, MI 49858",,45.1371963,-87.6114237,"[-87.6114237, 45.1371963]",Vans Iga
M3511,MACOMB COUNTY ANIMAL CONTROL,"21417 Dunham, Clinton Twp, MI 48036",MINOR,42.6187473,-82.8977359,"[-82.8977359, 42.6187473]",Macomb County Animal Control
M3526,"STATE CRUSHING, INC.-EAST","25501 Sherwood, Warren, MI 48093",MINOR,42.5190114,-83.0092803,"[-83.0092803, 42.5190114]","State Crushing, Inc.-East"
M3546,BATTLE CREEK VA MEDICAL CENTER,"5500 Armstrong Rd, Battle Creek, MI 49037",SM OPT OUT,42.3416573,-85.29359559999999,"[-85.29359559999999, 42.3416573]",Battle Creek Va Medical Center
M3549,CONTINENTAL IDENTIFICATION PRODUCTS,"140 E Averill St, Sparta, MI 49345",SM OPT OUT,43.1556302,-85.706555,"[-85.706555, 43.1556302]",Continental Identification Products
M3582,"IAC GROUP, ALMA, LLC (FORMALLY LEAR CORPORATION)","1965 Williams Rd, Alma, MI 48801",SM OPT OUT,43.3870831,-84.6299262,"[-84.6299262, 43.3870831]","IAC Group, Alma, LLC (Formally Lear Corporation)"
M3596,FORMERLY INTERNATIONAL PAINT STRIPPING INC,"6850 Monroe, Taylor, MI 48180",,42.2584329,-83.251481,"[-83.251481, 42.2584329]",Formerly International Paint Stripping Inc
M3627,ASSOCIATED ELECTROPLATERS,"1420 East Nine Mile Rd, Hazel Park, MI 48030",,42.4613917,-83.0906159,"[-83.0906159, 42.4613917]",Associated Electroplaters
M3640,MICHIGAN AGRICULTURAL COMMODITIES,"1050 Ogden St, Jasper, MI 49248",MINOR,41.7935541,-84.0385914,"[-84.0385914, 41.7935541]",Michigan Agricultural Commodities
M3641,UNIVERSITY OF MICHIGAN FLINT,"502 Mill Street, Flint, MI 48503",SM OPT OUT,43.02139469999999,-83.68600409999999,"[-83.68600409999999, 43.02139469999999]",University of Michigan Flint
M3644,DALE HOFFMAN & SONS,"21521 E Michigan Ave, Marshall, MI 49068",,42.275608,-84.8772118,"[-84.8772118, 42.275608]",Dale Hoffman & Sons
M3653,V A MEDICAL CENTER,"2215 Fuller Rd, Ann Arbor, MI 48105",MINOR,42.2865575,-83.715211,"[-83.715211, 42.2865575]",V A Medical Center
M3690,"MILLINGTON ELEVATOR & SUPPLY CO., INC.","8457 Elevator St, Millington, MI 48746",MINOR,43.2821585,-83.52870639999999,"[-83.52870639999999, 43.2821585]","Millington Elevator & Supply Co., Inc."
M3716,C L RIECKHOFF CO,"26265 Northline, Taylor, MI 48180",SM OPT OUT,42.21048469999999,-83.2939278,"[-83.2939278, 42.21048469999999]",C L Rieckhoff Co
M3733,"GREAT LAKES AGGRAGATES, HIGHLAND PARK PLANT","15150 Oakland Ave, Highland Park, MI 48203",MINOR,42.4151698,-83.09124249999999,"[-83.09124249999999, 42.4151698]","Great Lakes Aggragates, Highland Park Plant"
M3754,PEERLESS METAL POWDERS & ABRASIVES,"18900 Rialto, Melvindale, MI 48122",MINOR,42.2722744,-83.1726814,"[-83.1726814, 42.2722744]",Peerless Metal Powders & Abrasives
M3860,BROAD VOGT & CONANT INC,"195 Campbell, River Rouge, MI 48218",MINOR,42.271646,-83.1273705,"[-83.1273705, 42.271646]",Broad Vogt & Conant Inc
M3872,MERIDITH FABRICATING AND SUPPLY,"30831 Industrial, Livonia, MI 48150",,42.3736643,-83.4487237,"[-83.4487237, 42.3736643]",Meridith Fabricating and Supply
M3883,US DEPT OF AGRICULTURE,"3606 E Mt Hope Rd, East Lansing, MI 48823",MINOR,42.71183509999999,-84.4845903,"[-84.4845903, 42.71183509999999]",(US) Dept of Agriculture
M3884,U.S. TARP,"1425 Kalamazoo St, South Haven, MI 49090",,42.3817941,-86.274658,"[-86.274658, 42.3817941]",U.S. Tarp
M3911,COOPERATIVE ELEVATOR CO,"303 Berne St, Pigeon, MI 48755",MINOR,43.8354128,-83.2692215,"[-83.2692215, 43.8354128]",Cooperative Elevator Co
M3912,ADM GRAIN COMPANY - GRAND LEDGE,"16994 S Wright Rd, Grand Ledge, MI 48837",MINOR,42.7988759,-84.7394525,"[-84.7394525, 42.7988759]",ADM Grain Company - Grand Ledge
M3913,CADILLAC MEMORIAL GARDENS,"38425 Garfield Rd, Clinton Twp, MI 48038",MINOR,42.5800884,-82.956226,"[-82.956226, 42.5800884]",Cadillac Memorial Gardens
M3918,AUDIA WOODWORKING,"31253 Utica Rd, Fraser, MI 48026",MINOR,42.5263891,-82.94651999999999,"[-82.94651999999999, 42.5263891]",Audia Woodworking
M3921,ST VINCENT DEPAUL SOCIETY,"117 W A St, Iron Mountain, MI 49801",,45.8182745,-88.0670372,"[-88.0670372, 45.8182745]",St Vincent Depaul Society
M3927,THE ANDERSONS READING GRAIN OPERATIONS,"313 S. Ann St, Reading, MI 49274",MINOR,41.8365249,-84.74337009999999,"[-84.74337009999999, 41.8365249]",The andersons Reading Grain Operations
M4008,"US ECOLOGY MICHIGAN, INC. (DETROIT NORTH)","6520 Georgia St, Detroit, MI 48211",SM OPT OUT,42.3931812,-83.0326394,"[-83.0326394, 42.3931812]","(US) Ecology Michigan, Inc. (Detroit North)"
M4025,XL AUTOBODY & PAINT,"24581 Groesbeck, Warren, MI 48073",MINOR,42.47702960000001,-82.9823701,"[-82.9823701, 42.47702960000001]",Xl Autobody & Paint
M4026,WOOD DEVELOPMENT CORP,"M 28, Sidnaw, MI 49961",MINOR,46.5066275,-88.7107997,"[-88.7107997, 46.5066275]",Wood Development Corp
M4027,OIL CHEM INC,"711 W 12Th St, Flint, MI 48503",MINOR,43.0021491,-83.687818,"[-83.687818, 43.0021491]",Oil Chem Inc
M4031,ASSOCIATED CONSTRUCTORS,"Indl Park Rd, Marquette, MI 49855",MINOR,46.5525219,-87.3981218,"[-87.3981218, 46.5525219]",Associated Constructors
M4035,SPARA GROUP,"714 N Saginaw St, Holly, MI 48442",MINOR,42.7994967,-83.6272774,"[-83.6272774, 42.7994967]",Spara Group
M4037,ALDRICH OIL CO,"413 S Dean St, Adrian, MI 49221",,41.8944057,-84.019035,"[-84.019035, 41.8944057]",Aldrich Oil Co
M4045,MARATHON PIPELINE CO,"131 E Mosherville Rd, Jonesville, MI 49250",MINOR,42.0655928,-84.5786649,"[-84.5786649, 42.0655928]",Marathon Pipeline Co
M4066,MCKENNA INDUSTRIES,"2222 Stephenson Hwy, Troy, MI 48083",,42.5554316,-83.12577840000002,"[-83.12577840000002, 42.5554316]",Mckenna Industries
M4067,DEDOES MANUFACTURING LLC,"1060 W Maple Rd, Walled Lake, MI 48390",MINOR,42.5337053,-83.4941932,"[-83.4941932, 42.5337053]",Dedoes Manufacturing LLC
M4070,FREIBORNE INDUSTRIES INC,"1212 E Maple Rd, Troy, MI 48084",,42.546634,-83.2048533,"[-83.2048533, 42.546634]",Freiborne Industries Inc
M4076,PRODUCT-SOL INC,"2010 Cole St, Birmingham, MI 48008",MINOR,42.53986159999999,-83.1942907,"[-83.1942907, 42.53986159999999]",Product-Sol Inc
M4077,"PROFESSIONAL RESTAURANT SERVICE, INC.","14057 Stephens, Warren, MI 48089",,42.4730275,-82.9806065,"[-82.9806065, 42.4730275]","Professional Restaurant Service, Inc."
M4085,FCA US LLC - MACK AVENUE ENGINE PLANT,"11570 Warren Avenue East, Detroit, MI 48214",MAJOR,42.3844049,-82.97746889999999,"[-82.97746889999999, 42.3844049]",FCA (US) LLC - Mack Avenue Engine Plant
M4089,"HUSITE ENGINEERING SERVICES, LLC","364 Minnesota, Troy, MI 48083",MINOR,42.5377431,-83.09543670000001,"[-83.09543670000001, 42.5377431]","Husite Engineering Services, LLC"
M4093,GRACO INC,"47700 Halyard Dr, Plymouth, MI 48170",,42.3843324,-83.5178486,"[-83.5178486, 42.3843324]",Graco Inc
M4099,WOLVERINE PIPELINE - FARWELL,"4120 W Ludington Dr, Farwell, MI 48622",MINOR,43.8571973,-84.92622999999999,"[-84.92622999999999, 43.8571973]",Wolverine Pipeline - Farwell
M4100,WOLVERINE PIPE LINE - BAY CITY,"3995 S Mackinaw Rd, Bay City, MI 48706",MINOR,43.62462,-83.9913033,"[-83.9913033, 43.62462]",Wolverine Pipe Line - Bay City
M4102,TOTAL PIPELINE CORP,"10606 E Mike Rd, Butterfield, MI 48629",,44.2997981,-84.79420909999999,"[-84.79420909999999, 44.2997981]",Total Pipeline Corp
M4107,NORTH AMERICAN COATINGS,"632 Harrison, Trenton, MI 48192",,42.204837,-83.15953999999999,"[-83.15953999999999, 42.204837]",North American Coatings
M4112,"DETROIT READY MIX CONCRETE, INC.","9189 Central St, Detroit, MI 48204",MINOR,42.3360769,-83.046467,"[-83.046467, 42.3360769]","Detroit Ready Mix Concrete, Inc."
M4139,MICHIGAN WASTE SERVICES LLC,"3900 Christopher Ave, Hamtramck, MI 48211",MINOR,42.39287350000001,-83.04394099999999,"[-83.04394099999999, 42.39287350000001]",Michigan Waste Services LLC
M4140,PATS FOODS HANCOCK,"801 Market St, Hancock, MI 49930",,47.1310691,-88.5919954,"[-88.5919954, 47.1310691]",Pats Foods Hancock
M4150,PATS FOODS L ANSE,"111 Hwy Us 41, Lanse, MI 49946",,46.75042370000001,-88.4474156,"[-88.4474156, 46.75042370000001]",Pats Foods L Anse
M4153,HOPE COLLEGE,"266 Columbia Ave, Holland, MI 49423",MINOR,42.7875214,-86.10256590000002,"[-86.10256590000002, 42.7875214]",Hope College
M4155,SUNSET VALLEY CREMATORY,"210 Ausable State Rd, Bay City, MI 48706",MINOR,43.6208086,-83.89538189999999,"[-83.89538189999999, 43.6208086]",Sunset Valley Crematory
M4156,GOGEBIC COUNTY ROAD COMMISSION,"Black River Rd, Bessemer, MI 49911",MINOR,46.4919772,-90.0579049,"[-90.0579049, 46.4919772]",Gogebic County Road Commission
M4174,DETROIT METROPOLITAN WAYNE COUNTY AIRPORT,"Berry Administration Building, Detroit, MI 48242",MAJOR,42.2253803,-83.3415334,"[-83.3415334, 42.2253803]",Detroit Metropolitan Wayne County Airport
M4175,FORD MOTOR CO,"One American Road, Dearborn, MI 48126",SM OPT OUT,42.3174368,-83.2094894,"[-83.2094894, 42.3174368]",Ford Motor Co
M4184,OAKWOOD HOSPITAL MERRIMAN CTR  WESTLAND,"2345 Merriman, Westland, MI 48186",,42.2930618,-83.34896669999999,"[-83.34896669999999, 42.2930618]",Oakwood Hospital Merriman Ctr  Westland
M4205,"METOKOTE CORPORATION, PLANT 16","434 Mccormick Dr, Lapeer, MI 48446",SM OPT OUT,43.0444106,-83.3119325,"[-83.3119325, 43.0444106]","Metokote Corporation, Plant 16"
M4211,NORTHLAND CHAPEL GARDENS,"Us 41 At Midway, Negaunee, MI 49866",MINOR,46.5315958,-87.5439561,"[-87.5439561, 46.5315958]",Northland Chapel Gardens
M4226,"BEST FRIENDS PET CARE, INC.","33711 Harper Ave, Clinton Twp, MI 48035",MINOR,42.5440722,-82.8801221,"[-82.8801221, 42.5440722]","Best Friends Pet Care, Inc."
M4235,"SPECTRUM E-COAT, INC.","226 Crawford St, Belding, MI 48809",MINOR,43.101126,-85.224614,"[-85.224614, 43.101126]","Spectrum E-Coat, Inc."
M4240,MODERN PACKAGING CORP,"504 Huber Dr, Monroe, MI 48161",MINOR,41.9295195,-83.4081468,"[-83.4081468, 41.9295195]",Modern Packaging Corp
M4242,BUCHANAN INDUSTRIES INC,"408 River St, Buchanan, MI 49107",,41.8318605,-86.3538341,"[-86.3538341, 41.8318605]",Buchanan Industries Inc
